FilePath,LineNumber,RecieverVaribale,Context,Label
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StandardUtilities.java,551,java.lang.StringBuilder,java.lang.StringBuilder append append append {  if charAt char { length <  for,append
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\ReverseCharSequence.java,52,java.lang.CharSequence,java.lang.CharSequence subSequence length ReverseCharSequence new return length int,subSequence
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\SyntaxUtilities.java,94,java.lang.String,java.lang.String equals  if else Color.white return  if else Color.orange return  if else Color.yellow return  if else Color.blue return  if else,equals
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\PropertiesBean.java,196,java.lang.Class,java.lang.Class isArray  if _class=value.getClass Class<?>,isArray
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StandardUtilities.java,771,java.security.MessageDigest,java.security.MessageDigest  update return } update 0xff) & 8 >> 0xff) &,digest
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\ThreadUtilities.java,142,java.util.concurrent.CountDownLatch,java.util.concurrent.CountDownLatch getCount  while } } Log.log Exception:") Target Log.log,getCount
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\XMLUtilities.java,68,java.lang.String,java.lang.String charAt length length char { length <  for StringBuilder StringBuilder,charAt
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\ThreadUtilities.java,64,java.awt.EventQueue,java.awt.EventQueue invokeLater isDispatchThread else run  if,invokeLater
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\HtmlUtilities.java,123,java.lang.String,java.lang.String ubtring get get ize 1) + get int get int { size <  for int,substring
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\TaskManager.java,91,java.util.List,java.util.List contains  if,contains
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\Log.java,455,java.awt.Toolkit,java.awt.Toolkit beep { 1000) > -  if currentTimeMillis long {  if println else,beep
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\HtmlUtilities.java,67,java.awt.Font,java.awt.Font getFamily getFamily parseStyle {  catch } parseStyle,getFamily
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\PropertiesBean.java,143,java.beans.PropertyDescriptor,java.beans.PropertyDescriptor getName getReadMethod getName + "." + _pname=root String _val=_get.invoke Object { !=  if _get=prop.getReadMethod Method continue  if,getName
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StandardUtilities.java,589,java.util.Stack,java.util.Stack push push else } push append { '!') == 1) + charAt && length != 1 +  if,push
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StandardUtilities.java,762,java.security.MessageDigest,java.security.MessageDigest getInstance MessageDigest { try,getInstance
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\HtmlUtilities.java,130,java.lang.StringBuilder,java.lang.StringBuilder append append append append append } append,append
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StandardUtilities.java,259,java.lang.StringBuilder,java.lang.StringBuilder toString append append append return } } } append,toString
