FilePath,LineNumber,RecieverVaribale,Context,Label
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StandardUtilities.java,766,java.lang.CharSequence,java.lang.CharSequence charAt length char { < length  for getInstance MessageDigest { try,charAt
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\ThreadUtilities.java,244,java.lang.Runnable,java.lang.Runnable run,run
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\AwtRunnableQueue.java,133,java.util.LinkedList,java.util.LinkedList peek {  synchronized Runnable,peek
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\SyntaxUtilities.java,58,java.lang.String,java.lang.String length - "#000000".substring return 0xffffff) & toHexString String,length
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StringList.java,66,java.lang.Object,java.lang.Object toString StringList new return StringList new return 0)) ==  || ==  if,toString
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\SyntaxUtilities.java,84,java.lang.String,java.lang.String equals  if else Color.red return  if else } } return,equals
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\SyntaxUtilities.java,82,java.lang.String,java.lang.String equals  if else } } return { NumberFormatException  catch,equals
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\IOUtilities.java,79,java.io.File,java.io.File delete  if } { finally,delete
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\PropertiesBean.java,207,java.lang.StringBuilder,java.lang.StringBuilder append append 1) - _len <  if _val.append null return ==  if _str=encode String { _len <  for,append
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\XMLUtilities.java,77,java.lang.StringBuilder,java.lang.StringBuilder append { 0x00) != &&  if { '\t') != && '\n' != && '\r' != && 0x9F)) <= && <=  || 0x1F) <= && <=  if charAt char { length <  for,append
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StandardUtilities.java,104,java.lang.StringBuilder,java.lang.StringBuilder append break  if charAt char { length <  for StringBuilder StringBuilder,append
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\SyntaxUtilities.java,57,java.awt.Color,java.awt.Color getRGB toHexString String,getRGB
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\HtmlUtilities.java,131,java.lang.StringBuilder,java.lang.StringBuilder toString append append append append append return append },toString
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\ReverseCharSequence.java,50,java.lang.CharSequence,java.lang.CharSequence length int,length
