FilePath,LineNumber,RecieverVaribale,Context,Label
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\SyntaxUtilities.java,138,java.lang.String,java.lang.String ubtring tartWith ubtring tartWith  if {  if else } if  {  if,substring
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\HtmlUtilities.java,186,java.lang.StringBuilder,java.lang.StringBuilder append append append append append append append append append,append
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\Log.java,419,java.lang.Thread,java.lang.Thread current + [" " + Date format String,currentThread
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\PropertiesBean.java,256,java.lang.Float,java.lang.Float class || _class == .TYPE)   _ret=.valueOf _ret= Float.TYPE) == _class || Float.class ==  if else _ret=Double.valueOf Double.TYPE) == _class || Double.class ==  if else _ret=Character.valueOf Character.TYPE) == _class || Character.class ==  if else _ret=Boolean.valueOf Boolean.TYPE) == _class || Boolean.class ==  if { else,valueOf
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StandardUtilities.java,87,java.lang.StringBuilder,java.lang.StringBuilder toString append append append append append return } append else } },toString
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StandardUtilities.java,570,java.lang.StringBuilder,java.lang.StringBuilder append append append append append append append append else append  if '|': case break append,append
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\PropertiesBean.java,189,java.beans.Introspector,java.beans.Introspector getBeanInfo _info= BeanInfo,getBeanInfo
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\ReverseCharSequence.java,61,java.lang.StringBuilder,java.lang.StringBuilder append { --i) 0 >= 1 -  for StringBuilder StringBuilder length int,append
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\XMLUtilities.java,100,java.lang.StringBuilder,java.lang.StringBuilder append append append append append append : default break append '&': case,append
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\PropertiesBean.java,137,java.beans.PropertyDescriptor,java.beans.PropertyDescriptor getName  if { _props) : PropertyDescriptor  for _props=getPropertyDescriptors PropertyDescriptor[] { try,getName
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\IOUtilities.java,147,java.io.File,java.io.File isFile  if long,length
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\AwtRunnableQueue.java,109,java.util.LinkedList,java.util.LinkedList isEmpty  if {  synchronized { else RunRequestsInAWTThread ThreadUtilities.runInDispatchThreadAndWait  if,isEmpty
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\HtmlUtilities.java,99,java.lang.StringBuilder,java.lang.StringBuilder toString append append append append return append  if append  if getFont append !=  if,toString
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\HtmlUtilities.java,90,java.lang.StringBuilder,java.lang.StringBuilder append !=  if getForegroundColor Color SyntaxStyle StringBuilder StringBuilder,append
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\PropertiesBean.java,252,java.lang.String,java.lang.String charAt _ret=Character.valueOf Character.TYPE) == _class || Character.class ==  if else _ret=Boolean.valueOf Boolean.TYPE) == _class || Boolean.class ==  if { else } },charAt
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\HtmlUtilities.java,146,java.lang.String,java.lang.String charAt length char { length <  for,charAt
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\EnhancedTreeCellRenderer.java,81,java.util.Map,java.util.Map containsKey  if,containsKey
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StandardUtilities.java,745,java.text.DecimalFormat,java.text.DecimalFormat format return { else } 1024) / KB_FORMAT.format return { 10) << 1024 <  if else,format
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\EnhancedTreeCellRenderer.java,91,java.beans.PropertyChangeEvent,java.beans.PropertyChangeEvent getSource getSource JTree return JTree)) instanceof  if,getSource
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\ThreadUtilities.java,190,java.util.concurrent.ExecutorService,java.util.concurrent.ExecutorService execute TaskManager.instance.fireWaiting,execute
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\PropertiesBean.java,223,java.lang.Class,java.lang.Class getName isArray + " Log.log { String.class) != _class && Short.TYPE != _class && Short.class != _class && Long.TYPE != _class && Long.class != _class && Integer.TYPE != _class && Integer.class != _class && Float.TYPE != _class && Float.class != _class && Double.TYPE != _class && Double.class != _class && Character.TYPE != _class && Character.class != _class && Boolean.TYPE != _class && Boolean.class !=  if { else } _val.toString return,getName
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\TaskManager.java,193,java.lang.Object,java.lang.Object wait { try { 0) >  while {  synchronized,wait
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\IOUtilities.java,175,java.io.Flushable,java.io.Flushable flush { Flushable) instanceof  if { try { !=  if,flush
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\PropertiesBean.java,250,java.lang.Boolean,java.lang.Boolean class || _class == .TYPE)   _ret=.valueOf _ret= Boolean.TYPE) == _class || Boolean.class ==  if { else } } Array.set,valueOf
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\TaskManager.java,93,java.util.List,java.util.List remove contains {  if,remove
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StandardUtilities.java,595,java.lang.StringBuilder,java.lang.StringBuilder append append append append append append append append append append append append append append append append : default break append else },append
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\TaskManager.java,99,java.util.List,java.util.List add,add
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StandardUtilities.java,72,java.lang.String,java.lang.String indexOf  if charAt char { length <  for StringBuilder StringBuilder,indexOf
C:\Users\mda439\git\Reading Materials\CMPT816_Software_Maintenance_and_Evolution\CMPT470-816AssignmentMachineLenaring-master\.\data\repository\jEdit\org\gjt\sp\util\StringList.java,88,java.lang.System,java.lang.System arraycopy String[siz] String[] int,arraycopy
